Title,URL,latitude,longitude,Type
Tiny's Hi-Dive,"https://www.google.com/maps/place/Tiny's+Hi-Dive/@34.0295316,-118.4494128,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2bbe09bd2b293:0x9237c45879dc7e58!8m2!3d34.0295316!4d-118.4494128!16s%2Fg%2F11tjq07v39?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",34.0295316,-118.4494128,Vintage
Backstage Bar & Grill,"https://www.google.com/maps/place/Backstage+Bar+%26+Grill/@34.0162722,-118.4001389,16z/data=!3m1!4b1!4m6!3m5!1s0x80c2ba25ca4f0053:0xf671f7939a2fb269!8m2!3d34.0162722!4d-118.4001389!16s%2Fg%2F1vfwd3df?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",34.0162722,-118.4001389,Vintage
The Hunt Vintage,"https://www.google.com/maps/place/The+Hunt+Vintage/@34.0764219,-118.2569513,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2c734fb66bbf5:0x5febe9f9c42c17a7!8m2!3d34.0764219!4d-118.2569513!16s%2Fg%2F11l6d4_dgk?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",34.0764219,-118.2569513,Vintage
Vidiots,"https://www.google.com/maps/place/Vidiots/@34.1349023,-118.2151265,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2a4d5226aee75:0x404c78e5bf636379!8m2!3d34.1349023!4d-118.2151265!16s%2Fg%2F1tfwdrv1?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",34.1349023,-118.2151265,Vintage
Walt’s Bar,"https://www.google.com/maps/place/Walt%E2%80%99s+Bar/@34.1296435,-118.2166639,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2c15b385f9ce9:0x8703af42332faa80!8m2!3d34.1296435!4d-118.2166639!16s%2Fg%2F11f40_349_?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",34.1296435,-118.2166639,Vintage
1212 Santa Monica,"https://www.google.com/maps/place/1212+Santa+Monica/@34.0178522,-118.4990463,16z/data=!3m1!4b1!4m6!3m5!1s0x80c2a4c59392b3ab:0x2bfc6c3abfeb1022!8m2!3d34.0178522!4d-118.4990463!16s%2Fg%2F11cmvvk9gb?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",34.0178522,-118.4990463,Vintage
Flamingo Bar,"https://www.google.com/maps/place/Flamingo+Bar/@34.0358574,-118.2326679,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2c7a6203efe51:0xe260d980bd61e064!8m2!3d34.0358574!4d-118.2326679!16s%2Fg%2F11vjzl1z2q?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",34.0358574,-118.2326679,Vintage
Verdugo Bar,"https://www.google.com/maps/place/Verdugo+Bar/@34.1138974,-118.2350822,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2c1347f5793f9:0x33cab2cc06f26cd8!8m2!3d34.1138974!4d-118.2350822!16s%2Fg%2F1v1tnbr3?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",34.1138974,-118.2350822,Vintage
Cha Cha Lounge,"https://www.google.com/maps/place/Cha+Cha+Lounge/@34.0993602,-118.2595171,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2c72eafab13bb:0xefdd02377b338296!8m2!3d34.0993602!4d-118.2595171!16s%2Fg%2F1ts3fwvc?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",34.0993602,-118.2595171,Vintage
Short Stop,"https://www.google.com/maps/place/The+Short+Stop/@34.0753365,-118.2535448,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2c702b0edfce1:0xd281a82e3b9f53db!8m2!3d34.0753365!4d-118.2535448!16s%2Fg%2F1tdz52sn?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",34.0753365,-118.2535448,Vintage
LOVE HOUR,"https://www.google.com/maps/place/LOVE+HOUR/@34.0643252,-118.3085956,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2b97d290661fd:0x5b32cfc6311bdb6d!8m2!3d34.0643252!4d-118.3085956!16s%2Fg%2F11h52rdypx?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",34.0643252,-118.3085956,Vintage
The Phoenix Bar & Restaurant,"https://www.google.com/maps/place/The+Phoenix+Bar+%26+Restaurant/@34.0731137,-118.3758828,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2b94c7c48fc0d:0xff378b3821e9830f!8m2!3d34.0731137!4d-118.3758828!16s%2Fg%2F11byyg2_v0?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",34.0731137,-118.3758828,Vintage
curious...,"https://www.google.com/maps/place/curious.../@33.8622635,-118.399386,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2b37928105b89:0x2b9fc6a577f445bb!8m2!3d33.8622635!4d-118.399386!16s%2Fg%2F1tnjjv7j?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",33.8622635,-118.399386,Vintage
Carmelo’s,"https://www.google.com/maps/place/Carmelo%E2%80%99s/@40.7027604,-73.9205215,16z/data=!3m1!4b1!4m6!3m5!1s0x89c25c1c688dbd7d:0xdbfd48b117a8083f!8m2!3d40.7027604!4d-73.9205215!16s%2Fg%2F11f30xhqz5?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",40.7027604,-73.9205215,Vintage
Garden At The Line,"https://www.google.com/maps/place/Garden+At+The+Line/@38.5568402,-121.4268781,17z/data=!3m1!4b1!4m6!3m5!1s0x809adb0051c958ab:0xdd122325628b6cd7!8m2!3d38.5568402!4d-121.4268781!16s%2Fg%2F11wp9lxkvg?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",38.5568402,-121.4268781,Digital
511 9th Ave,"https://www.google.com/maps/place/511+9th+Ave,+New+York,+NY+10018/@40.7563882,-73.9944406,17z/data=!3m1!4b1!4m6!3m5!1s0x89c259ad56a5ea9b:0x544b2c9ebdecc4c6!8m2!3d40.7563882!4d-73.9944406!16s%2Fg%2F11nns6xp51?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D ",40.7563882,-73.9944406,Digital
Roommate Collective,"https://www.google.com/maps/place/Roommate+Collective/@30.2674465,-97.6934554,17z/data=!3m1!4b1!4m6!3m5!1s0x8644b78af2aa4f41:0x30cb336b583ae175!8m2!3d30.2674465!4d-97.6934554!16s%2Fg%2F11kpfshk3_?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",30.2674465,-97.6934554,Vintage
Old Friend Photobooth,"https://www.google.com/maps/place/Old+Friend+Photobooth/@40.7152504,-73.9624064,17z/data=!3m1!4b1!4m6!3m5!1s0x89c2592addccda09:0x5239b92a161cd7f0!8m2!3d40.7152504!4d-73.9624064!16s%2Fg%2F11xnxfq_45?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",40.7152504,-73.9624064,Vintage
DRMERS CLUB,"https://www.google.com/maps/place/DRMERS+CLUB/@49.28374,-123.104973,17z/data=!3m1!4b1!4m6!3m5!1s0x548671006302d82b:0x431da5dad2ef3259!8m2!3d49.28374!4d-123.104973!16s%2Fg%2F11xtmm1069?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",49.28374,-123.104973,Receipt
FotoGame Studio,"https://www.google.com/maps/place/FotoGame+Studio/@49.1843789,-123.1357414,17z/data=!3m1!4b1!4m6!3m5!1s0x54867512a96a3bd5:0xbac9a2ec99cd805f!8m2!3d49.1843789!4d-123.1357414!16s%2Fg%2F11x8pt0q40?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",49.1843789,-123.1357414,Digital
Photo Crumb (Metrotown),"https://www.google.com/maps/place/Photo+Crumb+(Metrotown)/@49.2264155,-123.0005262,16z/data=!3m1!4b1!4m6!3m5!1s0x548677d444f1ae73:0x6f0c7a97ba590afd!8m2!3d49.2264155!4d-123.0005262!16s%2Fg%2F11v6sjgstr?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",49.2264155,-123.0005262,Digital
Photo Crumb (Guildford),"https://www.google.com/maps/place/Photo+Crumb+(Guildford)/@49.1900129,-122.8040013,17z/data=!3m1!4b1!4m6!3m5!1s0x5485d72ecbc2647f:0x8874ec9b930be839!8m2!3d49.1900129!4d-122.8040013!16s%2Fg%2F11y07skt1v?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",49.1900129,-122.8040013,Digital
Memory Shop,"https://www.google.com/maps/place/Memory+Shop/@42.3496453,-71.0813703,17z/data=!3m1!4b1!4m6!3m5!1s0x89e37b59024b16fb:0xa442c786fdd517f!8m2!3d42.3496453!4d-71.0813703!16s%2Fg%2F11w4cwx_87?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",42.3496453,-71.0813703,Digital
Memory Shop,"https://www.google.com/maps/place/Memory+Shop/@42.3726632,-71.1199245,17z/data=!3m1!4b1!4m6!3m5!1s0x89e377bae69957e3:0x92fcefa5b2295935!8m2!3d42.3726632!4d-71.1199245!16s%2Fg%2F11ydzxdfxs?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",42.3726632,-71.1199245,Digital
New York Memento,"https://www.google.com/maps/place/Memento/@40.7344636,-74.002113,16z/data=!3m1!4b1!4m6!3m5!1s0x89c2590056a45c23:0x81e295c14a9a98b2!8m2!3d40.7344636!4d-74.002113!16s%2Fg%2F11xh87xt26?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",40.7344636,-74.002113,Digital
Marin Country Mart,"https://www.google.com/maps/place/Marin+Country+Mart/@37.9476684,-122.5093248,16z/data=!3m1!4b1!4m6!3m5!1s0x80859a43c36b8f11:0x716044444a2657ac!8m2!3d37.9476684!4d-122.5093248!16s%2Fm%2F0pdlp_z?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",37.9476684,-122.5093248,Vintage
Woofie's Warehouse $10 thrift Golden Landmark,"https://www.google.com/maps/place/Woofie's+Warehouse+$10+thrift+Golden+Landmark/@1.3020404,103.8576952,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1919e50c8375:0xf7722722d4892213!8m2!3d1.3020404!4d103.8576952!16s%2Fg%2F11y1kzxmdd?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",1.3020404,103.8576952,Vintage
Woofie's Warehouse Thrift Store Haji Lane,"https://www.google.com/maps/place/Woofie's+Warehouse+Thrift+Store+Haji+Lane/@1.3014983,103.8582975,17z/data=!3m1!4b1!4m6!3m5!1s0x31da19ba57156de1:0x6acb8769eb108aad!8m2!3d1.3014983!4d103.8582975!16s%2Fg%2F11vy77m0vw?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",1.3014983,103.8582975,Vintage
International,"https://www.google.com/maps/place/International/@40.7617115,-111.8884858,16z/data=!3m1!4b1!4m6!3m5!1s0x8752f5b1aa478f51:0x5d6c38f177bba14a!8m2!3d40.7617115!4d-111.8884858!16s%2Fg%2F11sgdq2z0_?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",40.7617115,-111.8884858,Vintage
4100 Bar,"https://www.google.com/maps/place/4100+Bar/@34.0930087,-118.2815088,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2c74937aca965:0x8e07c09cc7d58a83!8m2!3d34.0930087!4d-118.2815088!16s%2Fg%2F1tdfnjnq?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",34.0930087,-118.2815088,Vintage
Hardy Boys Records and Comics Camp North End,"https://www.google.com/maps/place/Hardy+Boys+Records+and+Comics+Camp+North+End/@35.2455934,-80.8331379,17z/data=!3m1!4b1!4m6!3m5!1s0x8856a1c3166e952d:0x57c03ad0251d83fa!8m2!3d35.2455934!4d-80.8331379!16s%2Fg%2F11l2gxrtwf?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",35.2455934,-80.8331379,Digital
Stardust Video & Coffee,"https://www.google.com/maps/place/Stardust+Video+%26+Coffee/@28.5684649,-81.3465352,17z/data=!3m1!4b1!4m6!3m5!1s0x88e77ab176b17d63:0x6b54b5dee1fa2ad9!8m2!3d28.5684649!4d-81.3465352!16s%2Fg%2F1td_5_x0?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",28.5684649,-81.3465352,Vintage
The Clyde Hotel Portland by Kasa,"https://www.google.com/maps/place/The+Clyde+Hotel+Portland+by+Kasa/@45.5220587,-122.6815998,17z/data=!3m1!4b1!4m9!3m8!1s0x54950a039f377ed1:0xaabe2b99d8365ed4!5m2!4m1!1i2!8m2!3d45.5220587!4d-122.6815998!16s%2Fm%2F03cy6vl?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",45.5220587,-122.6815998,Vintage
Boothclub Amsterdam,"https://www.google.com/maps/place/Boothclub+Amsterdam/@52.3702804,4.888779,16z/data=!3m1!4b1!4m6!3m5!1s0x47c609dc9be8e46f:0xcb5ffb674e2ca099!8m2!3d52.3702804!4d4.888779!16s%2Fg%2F11y2f7_b02?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",52.3702804,4.888779,Vintage
"The Hoxton, Lloyd Amsterdam","https://www.google.com/maps/place/The+Hoxton,+Lloyd+Amsterdam/@52.3742414,4.9346601,17z/data=!3m1!4b1!4m9!3m8!1s0x47c6094d7b9067e5:0x6d1d01a5e945edba!5m2!4m1!1i2!8m2!3d52.3742414!4d4.9346601!16s%2Fg%2F11vb84xwdb?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",52.3742414,4.9346601,Vintage
THE BUTCHER Social Club,"https://www.google.com/maps/place/THE+BUTCHER+Social+Club/@52.383627,4.9022672,17z/data=!3m1!4b1!4m6!3m5!1s0x47c609b46973e271:0x701b16bc4990e51c!8m2!3d52.383627!4d4.9022672!16s%2Fg%2F11c5h1w7ll?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",52.383627,4.9022672,Vintage
Love Stories Archive,"https://www.google.com/maps/place/Love+Stories+Archive/@52.355878,4.892185,17z/data=!3m1!4b1!4m6!3m5!1s0x47c609b8b5eb703d:0x231cb4512b88b4f0!8m2!3d52.355878!4d4.892185!16s%2Fg%2F11f_j3rk74?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",52.355878,4.892185,Vintage
de Bijenkorf Amsterdam,"https://www.google.com/maps/place/De+Bijenkorf/@52.3737531,4.8952706,17z/data=!3m1!4b1!4m6!3m5!1s0x47c609c73fa93519:0x92802abbc9c6023e!8m2!3d52.3737531!4d4.8952706!16s%2Fg%2F1td5kwy3?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",52.3737531,4.8952706,Vintage
Cherry’s High Dive,"https://www.google.com/maps/place/Cherry%E2%80%99s+High+Dive/@43.6434486,-79.3984202,17z/data=!3m1!4b1!4m6!3m5!1s0x882b35e064a5f125:0x7bfdd2a4825f8475!8m2!3d43.6434486!4d-79.3984202!16s%2Fg%2F11l6s62dgl?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",43.6434486,-79.3984202,Vintage
Locals Only,"https://www.google.com/maps/place/Locals+Only/@43.6442664,-79.4002767,16z/data=!3m1!4b1!4m6!3m5!1s0x882b34de59e68f15:0xda18ea78fa6f99ae!8m2!3d43.6442664!4d-79.4002767!16s%2Fg%2F11bzv5j39n?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",43.6442664,-79.4002767,Vintage
Boothclub The Hague,"https://www.google.com/maps/place/Boothclub+The+Hague/@52.089352,4.382548,17z/data=!3m1!4b1!4m6!3m5!1s0x47c5b70039a8ac43:0x550e7628025fa342!8m2!3d52.089352!4d4.382548!16s%2Fg%2F11wvb0j5yb?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",52.089352,4.382548,Vintage
Station Bergweg,"https://www.google.com/maps/place/Station+Bergweg/@51.9321056,4.4709654,17z/data=!3m1!4b1!4m6!3m5!1s0x47c435002d27b587:0xc7cc6e8b63c41dd!8m2!3d51.9321056!4d4.4709654!16s%2Fg%2F11vk75jz97?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",51.9321056,4.4709654,Vintage
Truelove Bar,"https://www.google.com/maps/place/Truelove+Bar/@31.5561656,-97.1303419,16z/data=!3m1!4b1!4m6!3m5!1s0x864f8251f151040f:0x24ee8b22b23b6ae4!8m2!3d31.5561656!4d-97.1303419!16s%2Fg%2F1yh4c6c5g?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",31.5561656,-97.1303419,Vintage
Truck Yard,"https://www.google.com/maps/place/Truck+Yard/@33.0694101,-96.8576603,16z/data=!3m1!4b1!4m6!3m5!1s0x864c3b109878dcdf:0xde6bc0e3a8f7c0e6!8m2!3d33.0694101!4d-96.8576603!16s%2Fg%2F11h65mn_b_?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",33.0694101,-96.8576603,Vintage
The Taproom,"https://www.google.com/maps/place/The+Taproom/@29.8836691,-97.9406711,17z/data=!3m1!4b1!4m6!3m5!1s0x865ca8664dd34a9f:0x93e5df89677447f4!8m2!3d29.8836691!4d-97.9406711!16s%2Fg%2F1tdgq7lc?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",29.8836691,-97.9406711,Vintage
Vibras,"https://www.google.com/maps/place/Vibras/@29.4529788,-98.4846538,17z/data=!3m1!4b1!4m6!3m5!1s0x865c5f8053eb9557:0xaa8a0dc684410727!8m2!3d29.4529788!4d-98.4846538!16s%2Fg%2F11tp6zcvvg?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",29.4529788,-98.4846538,Vintage
Wav Room,"https://www.google.com/maps/place/Wav+Room/@29.4525765,-98.4846249,17z/data=!3m1!4b1!4m6!3m5!1s0x865c5fb7e81e0009:0x2795248c8f4b5a0a!8m2!3d29.4525765!4d-98.4846249!16s%2Fg%2F11wx35mnqt?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",29.4525765,-98.4846249,Vintage
The Lonesome Rose,"https://www.google.com/maps/place/The+Lonesome+Rose/@29.4458566,-98.4859474,17z/data=!3m1!4b1!4m6!3m5!1s0x865c5f41734dccd5:0xc12b49ec2d9b4207!8m2!3d29.4458566!4d-98.4859474!16s%2Fg%2F11pdy5gp_l?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",29.4458566,-98.4859474,Vintage
Rumble,"https://www.google.com/maps/place/Rumble/@29.4487338,-98.4875885,17z/data=!3m1!4b1!4m6!3m5!1s0x865c5f60833d1ad1:0x4687e269bc3003b8!8m2!3d29.4487338!4d-98.4875885!16s%2Fg%2F11cn8_071j?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",29.4487338,-98.4875885,Vintage
Paper Tiger,"https://www.google.com/maps/place/Paper+Tiger/@29.4486028,-98.4876528,17z/data=!3m1!4b1!4m6!3m5!1s0x865c5f5e29d409ed:0x19a2581c77a74cc0!8m2!3d29.4486028!4d-98.4876528!16s%2Fg%2F11b7q9dhy9?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",29.4486028,-98.4876528,Vintage
Gimme Gimme,"https://www.google.com/maps/place/Gimme+Gimme/@29.416436,-98.4899808,17z/data=!3m1!4b1!4m6!3m5!1s0x865c59ed42c34549:0x8cf083b188aa0d7a!8m2!3d29.416436!4d-98.4899808!16s%2Fg%2F11v3m4dtbp?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",29.416436,-98.4899808,Vintage
Midnight Swim,"https://www.google.com/maps/place/Midnight+Swim/@29.4483457,-98.4881298,17z/data=!3m1!4b1!4m6!3m5!1s0x865c5f5e2136f3ed:0x2bbb60a3652a832a!8m2!3d29.4483457!4d-98.4881298!16s%2Fg%2F11css5kll5?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",29.4483457,-98.4881298,Vintage
Duett's Texas Club,"https://www.google.com/maps/place/Duett's+Texas+Club/@29.8391571,-97.8436665,17z/data=!3m1!4b1!4m6!3m5!1s0x865cab55538e18a1:0xd4fbc2978abbc23c!8m2!3d29.8391571!4d-97.8436665!16s%2Fg%2F11srdxgr5m?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",29.8391571,-97.8436665,Vintage
Chifladas cocktail bar,"https://www.google.com/maps/place/Chifladas+cocktail+bar/@29.4306234,-98.5119691,17z/data=!3m1!4b1!4m6!3m5!1s0x865c5fb64c77deef:0xc411fd36ff890107!8m2!3d29.4306234!4d-98.5119691!16s%2Fg%2F11kps0_pb3?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",29.4306234,-98.5119691,Vintage
Gypsy Sally's,"https://www.google.com/maps/place/Gypsy+Sally's/@29.7247105,-99.76339,17z/data=!3m1!4b1!4m6!3m5!1s0x865ed32081d96f11:0x28aedf4643247bf3!8m2!3d29.7247105!4d-99.76339!16s%2Fg%2F11rscht5dx?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",29.7247105,-99.76339,Vintage
Two Headed Dog,"https://www.google.com/maps/place/Two+Headed+Dog/@29.7415109,-95.3763018,17z/data=!3m1!4b1!4m6!3m5!1s0x8640bf4e38c0750f:0x6b92863cc95b6975!8m2!3d29.7415109!4d-95.3763018!16s%2Fg%2F11h_2cld0f?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",29.7415109,-95.3763018,Vintage
Truck Yard,"https://www.google.com/maps/place/Truck+Yard/@29.7497749,-95.3560409,17z/data=!3m1!4b1!4m6!3m5!1s0x8640bf1f6147eb41:0x3e50d707cc9b8edc!8m2!3d29.7497749!4d-95.3560409!16s%2Fg%2F11gcf07hzd?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",29.7497749,-95.3560409,Vintage
Poison Girl,"https://www.google.com/maps/place/Poison+Girl/@29.7426613,-95.4011056,17z/data=!3m1!4b1!4m6!3m5!1s0x8640c09bd83e7ee9:0x31bea6d922b1b350!8m2!3d29.7426613!4d-95.4011056!16s%2Fg%2F1vvyygg7?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",29.7426613,-95.4011056,Vintage
Mala Vida,"https://www.google.com/maps/place/Mala+Vida/@29.7492531,-95.3568646,17z/data=!3m1!4b1!4m6!3m5!1s0x8640bf1f0af8d697:0x20ba921f8766855c!8m2!3d29.7492531!4d-95.3568646!16s%2Fg%2F11spzswm07?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",29.7492531,-95.3568646,Vintage
Little Dipper Bar,"https://www.google.com/maps/place/Little+Dipper+Bar/@29.762118,-95.3610374,17z/data=!3m1!4b1!4m6!3m5!1s0x8640bf2f8c2e3277:0x22ca8f3c95a34649!8m2!3d29.762118!4d-95.3610374!16s%2Fg%2F1ptzsjdrd?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",29.762118,-95.3610374,Vintage
Betelgeuse Betelgeuse,"https://www.google.com/maps/place/Betelgeuse+Betelgeuse/@29.7324458,-95.3912966,17z/data=!3m1!4b1!4m6!3m5!1s0x8640bfb6fe866b79:0x84b48c8460001a53!8m2!3d29.7324458!4d-95.3912966!16s%2Fg%2F11sf94flk8?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",29.7324458,-95.3912966,Vintage
Betelgeuse Betelgeuse,"https://www.google.com/maps/place/Betelgeuse+Betelgeuse/@29.7678245,-95.3797057,17z/data=!3m1!4b1!4m6!3m5!1s0x8640bffcc26a4867:0xc042ae6cfa3001a1!8m2!3d29.7678245!4d-95.3797057!16s%2Fg%2F11q41ygs_j?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",29.7678245,-95.3797057,Vintage
Axelrad Beer Garden,"https://www.google.com/maps/place/Axelrad+Beer+Garden/@29.7349733,-95.3747763,17z/data=!3m1!4b1!4m6!3m5!1s0x8640bf731dbd5a0d:0xdc638a4ed75e0a03!8m2!3d29.7349733!4d-95.3747763!16s%2Fg%2F11bwq6bnbm?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",29.7349733,-95.3747763,Vintage
Angel Share,"https://www.google.com/maps/place/Angel+Share/@29.7622809,-95.3613048,17z/data=!3m1!4b1!4m6!3m5!1s0x8640bf20c09bc8e7:0xef6d0ccad651bf13!8m2!3d29.7622809!4d-95.3613048!16s%2Fg%2F11nmdbvw3d?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",29.7622809,-95.3613048,Vintage
Distribution Bar,"https://www.google.com/maps/place/Distribution+Bar/@32.7422618,-97.3235675,17z/data=!3m1!4b1!4m6!3m5!1s0x864e71dbc0342b67:0x75d9246cbe958afe!8m2!3d32.7422618!4d-97.3235675!16s%2Fg%2F11rq47nwjd?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",32.7422618,-97.3235675,Vintage
Dusty's,"https://www.google.com/maps/place/Dusty's/@32.7843941,-96.7860463,17z/data=!3m1!4b1!4m6!3m5!1s0x864e9934af95b2af:0xbf9501f22163252f!8m2!3d32.7843941!4d-96.7860463!16s%2Fg%2F11ny1mm3f6?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",32.7843941,-96.7860463,Vintage
Lightnin' Bar,"https://www.google.com/maps/place/Lightnin'+Bar/@30.3465335,-97.3704372,17z/data=!3m1!4b1!4m6!3m5!1s0x8644eb9289f4aee9:0xa00bb3e14b328bfc!8m2!3d30.3465335!4d-97.3704372!16s%2Fg%2F11rylf_4g8?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",30.3465335,-97.3704372,Vintage
